'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost',DeathRate
'Simulation 946',2,4,0,0,0.289,2937,607,0,0,2303,27,40000,0,40000,0.78413347
'Simulation 947',2,4,0,0,0.289,2855,577,0,0,2245,33,40000,0,40000,0.786339755
'Simulation 948',2,4,0,0,0.289,2948,611,0,0,2303,34,40000,0,40000,0.781207598
'Simulation 949',2,4,0,0,0.289,2856,655,0,0,2160,41,40000,0,40000,0.756302521
'Simulation 950',2,4,0,0,0.289,2963,668,0,0,2264,31,40000,0,40000,0.764090449
'AveragedSim',2,4,0,0,0.289,2911.8,623.6,0,0,2255,33.2,40000,0,40000,0.774435057
'Simulation 951',2,4,0,0,0.29,2872,594,0,0,2247,31,40000,0,40000,0.782381616
'Simulation 952',2,4,0,0,0.29,2846,690,0,0,2124,32,40000,0,40000,0.746310611
'Simulation 953',2,4,0,0,0.29,2909,537,0,0,2343,29,40000,0,40000,0.80543142
'Simulation 954',2,4,0,0,0.29,2913,598,0,0,2293,22,40000,0,40000,0.787161002
'Simulation 955',2,4,0,0,0.29,2914,549,0,0,2331,34,40000,0,40000,0.799931366
'AveragedSim',2,4,0,0,0.29,2890.8,593.6,0,0,2267.6,29.6,40000,0,40000,0.784419538
'Simulation 956',2,4,0,0,0.291,2891,659,0,0,2206,26,40000,0,40000,0.763057765
'Simulation 957',2,4,0,0,0.291,2891,580,0,0,2276,35,40000,0,40000,0.787270841
'Simulation 958',2,4,0,0,0.291,2836,596,0,0,2205,35,40000,0,40000,0.777503526
'Simulation 959',2,4,0,0,0.291,2897,603,0,0,2262,32,40000,0,40000,0.780807732
'Simulation 960',2,4,0,0,0.291,2875,664,0,0,2179,32,40000,0,40000,0.757913043
'AveragedSim',2,4,0,0,0.291,2878,620.4,0,0,2225.6,32,40000,0,40000,0.773314802
'Simulation 961',2,4,0,0,0.292,2881,639,0,0,2206,36,40000,0,40000,0.765706352
'Simulation 962',2,4,0,0,0.292,2925,584,0,0,2312,29,40000,0,40000,0.79042735
'Simulation 963',2,4,0,0,0.292,2905,635,0,0,2242,28,40000,0,40000,0.771772806
'Simulation 964',2,4,0,0,0.292,2982,592,0,0,2360,30,40000,0,40000,0.791415158
'Simulation 965',2,4,0,0,0.292,2967,647,0,0,2289,31,40000,0,40000,0.77148635
'AveragedSim',2,4,0,0,0.292,2932,619.4,0,0,2281.8,30.8,40000,0,40000,0.778240109
'Simulation 966',2,4,0,0,0.293,2848,545,0,0,2273,30,40000,0,40000,0.798103933
'Simulation 967',2,4,0,0,0.293,2921,614,0,0,2277,30,40000,0,40000,0.779527559
'Simulation 968',2,4,0,0,0.293,2890,604,0,0,2266,20,40000,0,40000,0.784083045
'Simulation 969',2,4,0,0,0.293,2886,656,0,0,2195,35,40000,0,40000,0.760568261
'Simulation 970',2,4,0,0,0.293,3086,578,0,0,2479,29,40000,0,40000,0.80330525
'AveragedSim',2,4,0,0,0.293,2926.2,599.4,0,0,2298,28.8,40000,0,40000,0.785318844
'Simulation 971',2,4,0,0,0.294,2946,618,0,0,2303,25,40000,0,40000,0.78173795
'Simulation 972',2,4,0,0,0.294,2895,633,0,0,2224,38,40000,0,40000,0.768221071
'Simulation 973',2,4,0,0,0.294,2971,597,0,0,2335,39,40000,0,40000,0.785930663
'Simulation 974',2,4,0,0,0.294,3066,523,0,0,2507,36,40000,0,40000,0.817677756
'Simulation 975',2,4,0,0,0.294,2920,648,0,0,2243,29,40000,0,40000,0.768150685
'AveragedSim',2,4,0,0,0.294,2959.6,603.8,0,0,2322.4,33.4,40000,0,40000,0.784700635
'Simulation 976',2,4,0,0,0.295,3002,551,0,0,2418,33,40000,0,40000,0.805463025
'Simulation 977',2,4,0,0,0.295,2974,549,0,0,2394,31,40000,0,40000,0.804976463
'Simulation 978',2,4,0,0,0.295,2944,584,0,0,2332,28,40000,0,40000,0.792119565
'Simulation 979',2,4,0,0,0.295,2943,564,0,0,2338,41,40000,0,40000,0.794427455
'Simulation 980',2,4,0,0,0.295,2970,602,0,0,2333,35,40000,0,40000,0.785521886
'AveragedSim',2,4,0,0,0.295,2966.6,570,0,0,2363,33.6,40000,0,40000,0.796534754
'Simulation 981',2,4,0,0,0.296,2975,563,0,0,2382,30,40000,0,40000,0.800672269
'Simulation 982',2,4,0,0,0.296,2909,572,0,0,2311,26,40000,0,40000,0.794431076
'Simulation 983',2,4,0,0,0.296,3035,606,0,0,2391,38,40000,0,40000,0.787808896
'Simulation 984',2,4,0,0,0.296,3028,530,0,0,2466,32,40000,0,40000,0.814398943
'Simulation 985',2,4,0,0,0.296,2947,592,0,0,2320,35,40000,0,40000,0.787241262
'AveragedSim',2,4,0,0,0.296,2978.8,572.6,0,0,2374,32.2,40000,0,40000,0.796965221
'Simulation 986',2,4,0,0,0.297,3020,543,0,0,2447,30,40000,0,40000,0.810264901
'Simulation 987',2,4,0,0,0.297,3028,619,0,0,2381,28,40000,0,40000,0.786327609
'Simulation 988',2,4,0,0,0.297,2958,596,0,0,2329,33,40000,0,40000,0.787356322
'Simulation 989',2,4,0,0,0.297,2932,724,0,0,2181,27,40000,0,40000,0.743860846
'Simulation 990',2,4,0,0,0.297,2973,571,0,0,2370,32,40000,0,40000,0.797174571
'AveragedSim',2,4,0,0,0.297,2982.2,610.6,0,0,2341.6,30,40000,0,40000,0.78519214
'Simulation 991',2,4,0,0,0.298,2933,557,0,0,2348,28,40000,0,40000,0.800545517
'Simulation 992',2,4,0,0,0.298,3032,543,0,0,2458,31,40000,0,40000,0.810686016
'Simulation 993',2,4,0,0,0.298,2988,593,0,0,2366,29,40000,0,40000,0.791834003
'Simulation 994',2,4,0,0,0.298,2974,553,0,0,2394,27,40000,0,40000,0.804976463
'Simulation 995',2,4,0,0,0.298,2978,594,0,0,2360,24,40000,0,40000,0.792478173
'AveragedSim',2,4,0,0,0.298,2981,568,0,0,2385.2,27.8,40000,0,40000,0.800134183
'Simulation 996',2,4,0,0,0.299,2989,595,0,0,2367,27,40000,0,40000,0.791903647
'Simulation 997',2,4,0,0,0.299,3040,542,0,0,2469,29,40000,0,40000,0.812171053
'Simulation 998',2,4,0,0,0.299,2910,655,0,0,2220,35,40000,0,40000,0.762886598
'Simulation 999',2,4,0,0,0.299,2939,538,0,0,2375,26,40000,0,40000,0.808097993
'Simulation 1000',2,4,0,0,0.299,2981,648,0,0,2301,32,40000,0,40000,0.771888628
'AveragedSim',2,4,0,0,0.299,2971.8,595.6,0,0,2346.4,29.8,40000,0,40000,0.789555152
'Simulation 1001',2,4,0,0,0.3,3013,596,0,0,2383,34,40000,0,40000,0.790906074
'Simulation 1002',2,4,0,0,0.3,2915,613,0,0,2275,27,40000,0,40000,0.780445969
'Simulation 1003',2,4,0,0,0.3,2993,643,0,0,2313,37,40000,0,40000,0.772803207
'Simulation 1004',2,4,0,0,0.3,2950,590,0,0,2328,32,40000,0,40000,0.789152542
'Simulation 1005',2,4,0,0,0.3,3009,648,0,0,2334,27,40000,0,40000,0.775672981
'AveragedSim',2,4,0,0,0.3,2976,618,0,0,2326.6,31.4,40000,0,40000,0.781787634
